ID	Molecule_type	LogP	Aromatic_rings	Molecular_weight	H_bond_acceptors	H_bond_donors	Polar_surface_area	Rotatable_bonds	C	F	I	N	O	P	S	T	X	Y	CC	CF	CI	CN	CO	CP	CS	CT	CX	CY	FT	IT	NN	NO	NP	NS	NT	OP	OS	OT	PS	ST	TX	TY	CCC	CCF	CCI	CCN	CCO	CCS	CCT	CCX	CCY	CFT	CIT	CNC	CNN	CNO	CNP	CNS	CNT	COC	CON	COP	COS	COT	CPO	CSC	CSN	CSO	CSP	CST	CXT	CYT	FCF	NCN	NCO	NCS	NCT	NCX	NNN	NOT	NPN	NPS	NSO	OCO	OCP	OCS	OCT	ONO	OPO	OPS	OSO	POT	PST	SCS	SCT	SNT	SOT	SPS	XCX	CCCC	CCCF	CCCI	CCCN	CCCO	CCCS	CCCT	CCCX	CCCY	CCFT	CCIT	CCNC	CCNN	CCNO	CCNP	CCNS	CCNT	CCOC	CCON	CCOS	CCOT	CCSC	CCSN	CCSO	CCSP	CCST	CCXT	CCYT	CNCN	CNCO	CNCS	CNCT	CNCX	CNNC	CNNN	CNOC	CNOT	CNPN	CNPS	CNSC	CNSO	COCN	COCO	COCP	COCS	COCT	COPC	COPO	COPS	COSC	COSO	CPOT	CSCN	CSCO	CSCS	CSCT	CSNT	CSOT	CSPO	CSPS	FCCF	FCCN	FCCO	FCFT	ICCN	ICCO	ICCT	NCCN	NCCO	NCCS	NCCT	NCCX	NCNN	NCNO	NCNS	NCNT	NCON	NCOT	NCSN	NCSO	NCST	NCXT	NNCO	NNCS	NNCT	NNNN	NOCT	NPST	NSCS	NSCT	NSOT	OCCO	OCCS	OCCT	OCCX	OCNO	OCNS	OCNT	OCOP	OCOT	OCPO	ONOT	OPOT	OPST	OSCS	OSCT	OSNT	OSOT	POCT	SCCT	SCCX	SCNS	SCNT	SCOT	SNCT	SPST	TCCX	TCOT	TXCX	XCCX	double_bonds	triple_bonds	number_of_charges	net_charge	number_of_rings
CHEMBL241694	Hormone	4.52	0	312.45	2	1	37.29	0	21	0	0	0	2	0	0	5	0	0	48	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	76	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4
CHEMBL398707	Opiate	1.72	1	285.34	4	1	49.77	0	17	0	0	1	3	0	0	3	0	0	36	0	0	6	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	52	0	0	6	16	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	8	22	0	0	0	0	0	0	12	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5
CHEMBL443	Antibacterial	0.71	2	253.28	4	2	106.6	3	10	0	0	3	3	0	1	4	0	0	18	0	0	6	2	0	2	2	0	0	0	0	0	2	0	2	2	0	4	4	0	0	0	0	16	0	0	8	4	4	2	0	0	0	0	0	0	2	0	2	2	0	2	0	0	0	0	0	2	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	14	0	0	8	2	4	2	0	0	0	0	0	0	2	0	2	4	0	4	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
CHEMBL455	Antibacterial	-0.22	1	214.24	4	2	97.64	2	8	0	0	2	3	0	1	5	0	0	14	0	0	4	2	0	2	2	0	0	0	0	0	0	0	2	2	0	4	6	0	0	0	0	12	0	0	6	2	4	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	12	0	0	4	0	4	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
CHEMBL568	Benzodiazepine	2.84	2	286.71	3	2	61.69	1	15	0	0	2	2	0	0	3	1	0	30	0	0	8	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	34	0	0	12	4	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	14	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3
CHEMBL691	Hormone	4.89	1	296.4	2	2	40.46	0	20	0	0	0	2	0	0	4	0	0	46	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	70	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	14	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
CHEMBL705	Retinoic	5.55	0	300.44	2	1	37.29	5	20	0	0	0	2	0	0	7	0	0	40	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	54	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	4	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1
CHEMBL842	Hypertension-medicine	-0.18	1	295.72	5	2	135.44	1	7	0	0	3	4	0	2	6	1	0	12	0	0	6	0	0	4	0	2	0	0	0	0	0	0	4	2	0	8	8	0	0	2	0	12	0	0	4	0	8	0	4	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	4	8	0	0	2	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	2	8	0	0	12	0	0	4	0	8	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	16	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	2
CHEMBL86754	Contrast-agent	2.93	2	396.95	2	1	33.12	0	9	0	2	1	1	0	0	3	0	0	18	0	4	4	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	20	0	8	6	4	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	10	8	4	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHEMBL967	Benzodiazepine	3.05	2	300.74	3	1	52.9	1	16	0	0	2	2	0	0	4	1	0	30	0	0	10	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	34	0	0	12	4	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	14	0	0	0	4	0	0	0	18	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3
